Player,Tm,Age,College,Pos,Rnd,Cmp,Att,Yds,TD,Int,Rush_Att,Rush_Yds,Rush_TD,Rec,Rec_Yds,Rec_TD,Tkl,Def_Int,Sk,target
Greg Hawthorne,PIT,23,Baylor,RB,1,0,0,0,0,0,15.22222222,58.55555556,0.777777778,10.22222222,123.5555556,0.444444444,0,0,0,9
James Owens,SFO,24,UCLA,RB,2,0,0,0,0,0,45.16666667,157.3333333,1.333333333,9.333333333,89.16666667,0.5,0,0,0,6
Dan Ross,CIN,22,Northeastern,TE,2,0,0,0,0,0,0,0,0,36.25,427.375,2.375,0,0,0,8
Mike Stensrud,HOU,23,Iowa St.,NT,2,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,1.5,11
Fred Smerlas,BUF,22,Boston Col.,NT,2,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,1.321428571,14
Greg Roberts,TAM,22,Oklahoma,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Gordon Jones,TAM,22,Pittsburgh,WR,2,0,0,0,0,0,0.4,0.4,0,19.4,280.4,1.6,0,0,0,5
Theotis Brown,STL,22,UCLA,RB,2,0.166666667,0.166666667,1.833333333,0,0,91.5,341,5,28.66666667,259.6666667,0.5,0,0,0,6
Earnest Gray,NYG,22,Memphis,WR,2,0,0,0,0,0,0.285714286,0.285714286,0,35.14285714,541.4285714,3.857142857,0,0,0,7
Ken Fantetti,DET,22,Wyoming,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.357142857,7
Reggie Mathis,NOR,23,Oklahoma,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2
Rickey Watts,CHI,22,Tulsa,WR,2,0,0,0,0,0,0.6,-4.6,0,16.2,309.4,1.6,0,0,0,5
Lawrence Johnson,CLE,22,Wisconsin,DB,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.166666667,9
Mark Gastineau,NYJ,22,Arizona St.,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,10
Willie Jones,OAK,21,Florida St.,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Dave Huffman,MIN,22,Notre Dame,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Steve Atkins,GNB,23,Maryland,RB,2,0,0,0,0,0,40.33333333,162.6666667,0.666666667,6,46,0.333333333,0,0,0,3
Joe Norman,SEA,22,Indiana,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,5
Calvin Favron,STL,22,SE Louisiana,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,4
Sam Claphan,CLE,22,Oklahoma,T,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Petey Perot,PHI,22,NW State (LA),G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Pat Howell,ATL,22,USC,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Jesse Baker,HOU,22,Jacksonville St.,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.888888889,9
Jim Haslett,BUF,23,Indiana (PA),LB,2,0,0,0,0,0,0,0,0,0.111111111,0.444444444,0,0,0.666666667,0.5,9
Bob Golic,NWE,21,Notre Dame,NT,2,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,1.607142857,14
Jeff Toews,MIA,21,Washington,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Eddie Hill,RAM,22,Memphis,RB,2,0.166666667,0.333333333,2.333333333,0,0,20,73.83333333,0.333333333,4.333333333,28.5,0.333333333,0,0,0,6
Aaron Mitchell,DAL,22,UNLV,DB,2,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,0,3
Zack Valentine,PIT,22,East Carolina,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Michael Jackson,SEA,22,Washington,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,8
Jeff Moore,RAM,22,Tennessee,WR,3,0,0,0,0,0,0,0,0,5.666666667,91,0.333333333,0,0,0,3
Barney Cotton,CIN,23,Nebraska,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Jerry Eckwood,TAM,24,Arkansas,RB,3,0,1.666666667,0,0,0,171.6666667,615,2,31,318.6666667,0.333333333,0,0,0,3
Tony Nathan,MIA,22,Alabama,RB,3,0.444444444,0.888888889,6.777777778,0.111111111,0,81.33333333,393.6666667,1.777777778,42.55555556,399.1111111,1.777777778,0,0,0,9
Jon Borchardt,BUF,22,Montana St.,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Mel Land,MIA,23,Michigan St.,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Joe Bostic,STL,22,Clemson,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Ronnie Lee,MIA,22,Baylor,T,3,0,0,0,0,0,0,0,0,1.785714286,11.92857143,0.214285714,0,0,0,14
Willie McClendon,CHI,22,Georgia,RB,3,0,0,0,0,0,23.5,92.25,0.5,2.25,9.5,0,0,0,0,4
Bo Robinson,DET,23,West Texas A&M,RB,3,0,0,0,0,0,20.16666667,74.16666667,0.333333333,6.166666667,50.83333333,0.5,0,0,0,6
Donald Dykes,NYJ,24,SE Louisiana,DB,3,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,4
Kim Anderson,BAL,22,Arizona St.,DB,3,0,0,0,0,0,0.166666667,0,0,0,0,0,0,1.166666667,0.083333333,6
Jim Ramey,CLE,22,Kentucky,DE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Charles Johnson,GNB,22,Maryland,NT,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.7,5
Kenny King,HOU,22,Oklahoma,RB,3,0,0,0,0,0,82.71428571,353.8571429,1,12.71428571,102.1428571,0.142857143,0,0,0,7
Cliff Thrift,SDG,23,East Central (OK),LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,8
Tony Franklin,PHI,22,Texas A&M,K,3,0,0,0,0,0,0.1,-0.5,0,0,0,0,0,0,0,10
James Mayberry,ATL,21,Colorado,RB,3,0,0,0,0,0,27,115.6666667,0.333333333,4.333333333,17.66666667,0,0,0.333333333,0,3
Doug Cosbie,DAL,23,Santa Clara,TE,3,0,0,0,0,0,0.7,3.5,0,30,372.8,3,0,0,0,10
Bruce Radford,DEN,23,Grambling St.,NT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Reggie Lewis,TAM,23,North Texas,DE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
William Andrews,ATL,23,Auburn,RB,3,0,0.125,0,0,0,164.375,748.25,3.75,34.625,330.875,1.375,0,0,0,8
Rick Berns,TAM,23,Nebraska,RB,3,0,0,0,0,0,13.6,51,0,1.2,9.2,0,0,0,0,5
Mike Wellman,RAM,23,Kansas,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Joe Montana,SFO,23,Notre Dame,QB,3,213.0625,336.9375,2534.4375,17.0625,8.6875,28.5625,104.75,1.25,0,0,0,0,0,0,16
Ken Johnson,BUF,24,Knoxville,DE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611111111,9
Mike White,CIN,22,Albany State (GA),DT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Frank Manumaleuga,KAN,23,San Jose St.,LB,4,0,0,0,0,0,0.333333333,-1,0,0,0,0,0,2,0,3
Russell Davis,PIT,23,Michigan,RB,4,0,0,0,0,0,20.8,94.8,0.4,1,9,0,0,0,0,5
Jeff Nixon,BUF,22,Richmond,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,4
Ulysses Norris,DET,22,Georgia,TE,4,0,0,0,0,0,0,0,0,6.142857143,77.14285714,1.142857143,0,0,0,7
Roy Green,STL,22,Henderson St.,WR,4,0.071428571,0.142857143,1.428571429,0,0,1.642857143,10,0.071428571,39.92857143,640.3571429,4.714285714,0,0.285714286,0,14
Phil Tabor,NYG,22,Oklahoma,DE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,4
Vaughn Lusby,CIN,23,Arkansas,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jon Brooks,DET,22,Clemson,LB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jim Kovach,NOR,23,Kentucky,LB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,1.071428571,7
Matt Miller,CLE,23,Colorado,T,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Eric Cunningham,NYJ,22,Penn St.,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Steve Dils,MIN,23,Stanford,QB,4,50.4,97.2,581.6,2.7,3.2,4.5,7.1,0.1,0,0,0,0,0,0,10
Johnny Lynn,NYJ,22,UCLA,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,2.125,0,8
Lynn Cain,ATL,23,USC,RB,4,0,0,0,0,0,87.85714286,329.8571429,2.714285714,18.14285714,151.5714286,0.857142857,0,0,0,7
Charles Johnson,ATL,23,Grambling St.,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,3
Mark Bell,SEA,22,Colorado St.,DE,4,0,0,0,0,0,0,0,0,0.5,5.5,0,0,0,0.166666667,6
Don Warren,WAS,23,San Diego St.,TE,4,0,0,0,0,0,0.071428571,0.357142857,0,17.42857143,181.1428571,0.5,0,0,0,14
John Floyd,SDG,23,La-Monroe,WR,4,0,0,0,0,0,0,0,0,4.666666667,71.66666667,0.666666667,0,0,0,3
Charles Jefferson,DEN,22,McNeese St.,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eddie Hare,NWE,22,Tulsa,P,4,1,1,4,0,0,1,0,0,0,0,0,0,0,0,1
Steve Howell,MIA,22,Baylor,FB,4,0,0,0,0,0,22.66666667,78.33333333,0.333333333,3.333333333,23.33333333,0,0,0,0,3
Jerry Wilkinson,RAM,23,Oregon St.,DE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ralph DeLoach,DAL,22,California,DE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Calvin Sweeney,PIT,24,USC,WR,4,0,0,0,0,0,0.111111111,-0.222222222,0,12.55555556,197.2222222,0.777777778,0,0,0,9
Tom Seabron,SFO,22,Michigan,LB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Earl Gant,KAN,22,Missouri,RB,5,0,0,0,0,0,32.5,114,0.5,12,84.5,0,0,0,0,2
Casey Merrill,CIN,22,California-Davis,DE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3125,8
Rod Kush,BUF,22,Nebraska-Omaha,DB,5,0,0,0,0,0,0.142857143,-0.857142857,0,0,0,0,0,0.571428571,1,7
Larry Braziel,BAL,25,USC,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,1.571428571,0,7
Dan Manucci,BUF,22,Kansas St.,QB,5,1.333333333,3,14.66666667,0,0.222222222,0.777777778,3.888888889,0,0,0,0,0,0,0,9
Cleveland Jackson,NYG,22,UNLV,TE,5,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1
Steve Henry,STL,22,Emporia St.,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,3
Jerry Aldridge,SFO,23,Angelo State (TX),RB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Harlan Huckleby,NOR,21,Michigan,RB,5,0,0,0,0,0,34.57142857,111.2857143,1.428571429,7.571428571,58.71428571,0.428571429,0,0,0,7
Victor Hicks,RAM,22,Oklahoma,TE,5,0,0,0,0,0,0.5,9.5,0,11.5,159,1.5,0,0,0,2
Kelly Kirchbaum,NYJ,22,Kentucky,LB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Rich Dimler,CLE,23,USC,DT,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Stan Blinka,NYJ,22,Sam Houston St.,LB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,5
Scott Fitzkee,PHI,22,Penn St.,WR,5,0,0,0,0,0,0.25,3.75,0,4.25,80.25,1,0,0,0,4
Mike Zele,ATL,23,Kent St.,NT,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5
Curtis Anderson,DAL,22,Central State (OH),DE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mark Bell,STL,22,Colorado St.,WR,5,0,0,0,0,0,0,0,0,2.666666667,41,0,0,0,0,3
Chuck Fusina,TAM,22,Penn St.,QB,5,2.75,4.625,24.75,0.125,0.25,1.375,3.5,0,0,0,0,0,0,0,8
Don Bessillieu,MIA,23,Georgia Tech,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,7
John Zamberlin,NWE,23,Pacific Lutheran,LB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,6
Ron Springs,DAL,22,Ohio St.,RB,5,0.25,0.875,5.625,0.25,0.125,86.75,314.875,3.5,31.125,282.375,1.25,0,0,0,8
Dwaine Board,PIT,22,North Carolina A&T,DE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,10
Ruben Vaughan,SFO,23,Colorado,DT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,6
Steve Kreider,CIN,21,Lehigh,WR,6,0.25,0.875,1.75,0,0.125,0.5,2.875,0,18.75,264.875,1.125,0,0,0,8
Ira Matthews,OAK,22,Wisconsin,RB,6,0,0,0,0,0,2.333333333,4.666666667,0,1,11,0,0,0,0,3
Daryl Hunt,HOU,22,Oklahoma,LB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,6
Thomas Lott,STL,22,Oklahoma,RB,6,0,0,0,0,0,11,50,0,2,8,0,0,0,0,1
Bob Torrey,NYG,22,Penn St.,RB,6,0,0,0,0,0,6.5,30.5,0.5,1,1.5,0,0,0,0,2
Ricky Ray,NOR,22,Norfolk St.,DB,6,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,3
John Sullivan,CHI,22,Illinois,LB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jeff McIntyre,DEN,25,Arizona St.,LB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jimmy Moore,BAL,22,Ohio St.,G,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Clinton Burrell,CLE,23,LSU,DB,6,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,0.333333333,6
Joe Senser,MIN,23,West Chester,TE,6,0,0.166666667,0,0,0,0.333333333,0.166666667,0,27.5,303.6666667,2.666666667,0,0,0,6
Dave Simmons,GNB,22,North Carolina,LB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Mike Moroski,ATL,22,California-Davis,QB,6,30.125,53.125,358,1,2.25,4.625,22.75,0.25,0,0,0,0,0,0,8
Henry Williams,OAK,22,San Diego St.,DB,6,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,5
Bill Murrell,PIT,23,Winston-Salem St.,TE,6,0,0,0,0,0,0,0,0,2,20,0,0,0,0,1
Eddie Hicks,NYG,24,East Carolina,RB,6,0,0,0,0,0,9.5,25,0,0.5,2,0,0,0,0,2
Mike Murphy,HOU,22,SW Missouri St.,LB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dwayne Woodruff,PIT,22,Louisville,DB,6,0,0,0,0,0,0,0,0,0,0,0,0,3.083333333,0.166666667,12
Chris DeFrance,DAL,23,Arizona St.,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Matt Bahr,PIT,23,Penn St.,K,6,0,0,0,0,0,0.058823529,-0.470588235,0,0,0,0,0,0,0,17
Phil Francis,SFO,22,Stanford,RB,7,0,0,0,0,0,19,77,0.5,17.5,110.5,0,0,0,0,2
Ken Kremer,KAN,22,Ball St.,NT,7,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.916666667,6
Max Montoya,CIN,23,UCLA,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Larry Polowski,SEA,22,Boise St.,LB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tom Mullady,BUF,22,Rhodes,TE,7,0,0,0,0,0,0,0,0,14,172.1666667,0.666666667,0,0,0,6
Steve Alvers,NYG,22,Miami (FL),TE,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Lee Kunz,CHI,22,Nebraska,LB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Stan Sytsma,NOR,23,Minnesota,LB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Judson Flint,NWE,22,Memphis,DB,7,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,5
Henry Monroe,GNB,22,Mississippi St.,DB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bob Winkel,MIN,23,Kentucky,DT,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Rich Milot,WAS,22,Penn St.,LB,7,0,0,0,0,0,0,0,0,0,0,0,0,1.444444444,1.611111111,9
Cody Risien,CLE,22,Texas A&M,T,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Rich Wingo,GNB,23,Alabama,LB,7,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.166666667,6
Luke Prestridge,DEN,23,Baylor,P,7,0,0.166666667,0,0,0,0.333333333,6,0,0,0,0,0,0,0,6
Uwe von Schamann,MIA,23,Oklahoma,K,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Jeff Delaney,RAM,22,Pittsburgh,DB,7,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,5
Bruce Kimball,PIT,20,Massachusetts,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Ron Cassidy,GNB,22,Utah St.,WR,8,0,0,0,0,0,0,0,0,2.333333333,38.83333333,0,0,0,0,6
Howard Kurnick,CIN,22,Cincinnati,LB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mike Williams,KAN,21,New Mexico,TE,8,0,0,0,0,0,23.66666667,87,0.333333333,6.333333333,47,1,0,0,0,3
Chuck Correal,PHI,23,Penn St.,C,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Steve Heimkreiter,BAL,22,Notre Dame,LB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Marshall Harris,NYJ,23,TCU,DE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,5
Roy Simmons,NYG,22,Georgia Tech,G,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Jeff Groth,MIA,22,Bowling Green,WR,8,0,0,0,0,0,0.571428571,6.142857143,0,21.71428571,303.7142857,0.714285714,0,0,0,7
Nesby Glasgow,BAL,22,Washington,DB,8,0,0,0,0,0,0,0,0,0.071428571,0.285714286,0,0,1.071428571,0.642857143,14
Rick Partridge,GNB,22,Utah,P,8,0,0,0,0,0,0.444444444,1.444444444,0,0,0,0,0,0,0,9
Wilbert Haslip,SDG,22,Hawaii,RB,8,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1
Max Runager,PHI,23,South Carolina,P,8,0,0,0,0,0,0.454545455,0.545454545,0,0,0,0,0,0,0,11
John Mohring,DET,22,C.W. Post,LB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Carter Hartwig,HOU,23,USC,DB,8,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.166666667,6
Glenn Blackwood,MIA,22,Texas,DB,8,0,0,0,0,0,0,0,0,0,0,0,0,3.222222222,0.333333333,9
Randy Love,NWE,23,Houston,RB,8,0,0,0,0,0,9.285714286,30.14285714,0.428571429,2.142857143,13.57142857,0.285714286,0,0,0,7
Gene Sanders,TAM,22,Texas A&M,T,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Bruce Thornton,DAL,21,Illinois,DE,8,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,4
Tom Graves,PIT,23,Michigan St.,LB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scott Burk,CIN,23,Oklahoma St.,DB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bob Rozier,STL,24,California,DE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jeff Komlo,DET,23,Delaware,QB,9,43.6,87.4,520.6,2.4,5.6,7.6,24.2,0.4,0,0,0,0,0,0,5
Kris Haines,WAS,22,Notre Dame,WR,9,0,0,0,0,0,0,0,0,0.444444444,9.222222222,0,0,0,0,9
Carl McGee,CLE,23,Duke,LB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
John Thompson,GNB,22,Utah St.,TE,9,0,0,0,0,0,0,0,0,0.5,6,0.5,0,0,0,4
Alvin Garrett,SDG,22,Angelo State (TX),WR,9,0,0,0,0,0,2,5.5,0,5.333333333,68.66666667,0.333333333,0,0,0,6
Jim Rourke,OAK,22,Boston Col.,T,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Dave Parkin,ATL,23,Utah St.,DB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Curtis Weathers,CLE,23,Mississippi,LB,9,0,0,0,0,0,0,0,0,0.142857143,2,0,0,0.142857143,0.571428571,7
Rich Ellender,HOU,22,McNeese St.,RB,9,0,0,0,0,0,0,0,0,1,15,0,0,0,0,1
Jeff Weston,MIA,23,Notre Dame,T,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
John Spagnola,NWE,22,Yale,TE,9,0,0,0,0,0,0,0,0,23.90909091,262.3636364,1.363636364,0,0,0,11
Jeff Rutledge,RAM,22,Alabama,QB,9,19.57142857,37.57142857,259.1428571,1.142857143,2.071428571,3.714285714,6.642857143,0.071428571,0,0,0,0,0,0,14
Garry Cobb,DAL,22,USC,LB,9,0,0,0,0,0,0,0,0,0.181818182,4,0,0,0.909090909,2.136363636,11
Dwight Clark,SFO,22,Clemson,WR,10,0,0.333333333,0,0,0,0.666666667,5.555555556,0,56.22222222,750,5.333333333,0,0,0,9
Nathan Poole,CIN,22,Louisville,RB,10,0,0,0,0,0,14,47,0.555555556,2.666666667,19.88888889,0,0,0,0,9
Steve Stephens,BAL,22,Oklahoma St.,TE,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Dan Fowler,NYG,23,Kentucky,G,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gerald Jackson,KAN,23,Mississippi St.,DB,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
John Smith,CLE,23,Tennessee St.,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ed McGlasson,NYJ,23,Youngstown St.,C,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Frank Lockett,GNB,22,Nebraska,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Bruce Beekley,ATL,22,Oregon,LB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Robert Hardy,SEA,23,Jackson St.,DT,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4
Allan Clark,NWE,22,Northern Arizona,RB,10,0,0,0,0,0,7,35,0.75,0.5,8.75,0,0,0,0,4
Mike Kozlowski,MIA,23,Colorado,DB,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,8
Mike Calhoun,DAL,22,Notre Dame,DT,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Stan Rome,KAN,23,Clemson,WR,11,0,0,0,0,0,0.25,-1.25,0,5.5,71.5,0.25,0,0,0,4
Ken Bungarda,CIN,22,Missouri,T,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ken Johnson,NYG,22,Miami (FL),RB,11,0,0,0,0,0,62,168,0,16,108,1,0,0,0,1
Monte Coleman,WAS,21,Central Arkansas,LB,11,0,0,0,0,0,0.0625,-0.0625,0,0.0625,0.75,0,0,1.0625,2.71875,16
Bruce Davis,OAK,23,UCLA,T,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Al Chesley,PHI,22,Pittsburgh,LB,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
Zachary Dixon,DEN,23,Temple,RB,11,0,0,0,0,0,32.83333333,122,0.5,6.833333333,61.16666667,0.166666667,0,0,0,6
Eddie Cole,DET,22,Mississippi,LB,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jim Browner,CIN,23,Notre Dame,DB,12,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2
David Logan,TAM,22,Pittsburgh,NT,12,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,3.144444444,9
Dave Becker,CHI,22,Iowa,DB,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Paul Darby,NYJ,22,Texas St.,WR,12,0,0,0,0,0,0.5,7.5,0,1.5,24,0.5,0,0,0,2
Jeff Moore,SEA,23,Jackson St.,RB,12,0,0,0,0,0,34.66666667,120.3333333,1.166666667,19.16666667,183.8333333,1,0,0,0,6
Reggie Kinlaw,OAK,22,Oklahoma,NT,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,8
Frank Duncan,SDG,22,San Francisco St.,DB,12,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,3
Ed Smith,PIT,22,Vanderbilt,LB,12,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,3
Wayne Wilson,HOU,22,Shepherd,RB,12,0,0,0,0,0,76,281.2222222,2,20.11111111,170.3333333,1.555555556,0,0,0,9
Dave Jacobs,DEN,22,Syracuse,K,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Drew Hill,RAM,22,Georgia Tech,WR,12,0,0.066666667,0,0,0,0.2,1.266666667,0,42.26666667,655.4,4,0,0,0,15
Quentin Lowry,DAL,21,Youngstown St.,LB,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Billy Sims,DET,25,Oklahoma,RB,1,0,0,0,0,0,226.2,1021.2,8.4,37.2,414.4,1,0,0,0,5
Lam Jones,NYJ,22,Texas,WR,1,0,0,0,0,0,1.8,3.4,0,27.6,464.4,2.6,0,0,0,5
Anthony Munoz,CIN,22,USC,T,1,0,0,0,0,0,0,0,0,0.538461538,1.384615385,0.307692308,0,0,0,13
Bruce Clark,GNB,22,Penn St.,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3.95,10
Curtis Dickey,BAL,23,Texas A&M,RB,1,0.142857143,0.142857143,9,0.142857143,0,133.8571429,574.1428571,4.571428571,19.14285714,225.2857143,1.142857143,0,0,0,7
Curtis Greer,STL,22,Michigan,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3125,8
Junior Miller,ATL,22,Nebraska,TE,1,0,0,0,0,0,0.6,0,0,24.4,281.8,2.8,0,0,0,5
Mark Haynes,NYG,21,Colorado,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.1,10
Doug Martin,MIN,23,Washington,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5.05,10
Jacob Green,SEA,23,Texas A&M,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0.230769231,7.5,13
Brad Budde,KAN,22,USC,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Stan Brock,NOR,22,Colorado,T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Earl Cooper,SFO,23,Rice,RB,1,0,0,0,0,0,42.57142857,164.5714286,0.857142857,30.42857143,272.5714286,1.714285714,0,0,0,7
Roland James,NWE,22,Tennessee,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,2.636363636,0.454545455,11
Marc Wilson,OAK,23,BYU,QB,1,98.63636364,189.1818182,1308.272727,7.818181818,9.272727273,12.81818182,55.54545455,0.454545455,0,0,0,0,0,0,11
