Player,Tm,Age,College,Pos,Rnd,Cmp,Att,Yds,TD,Int,Rush_Att,Rush_Yds,Rush_TD,Rec,Rec_Yds,Rec_TD,Tkl,Def_Int,Sk,target
Fred McAfee,NOR,23,Mississippi Col.,RB,6,0,0,0,0,0,19,79.5625,0.5,2.1875,13.1875,0,0,0,0,16
Michael Sinclair,SEA,23,East. New Mexico,DE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6.125,12
Andy Harmon,PHI,22,Kent St.,DT,6,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,5.642857143,7
Richard Fain,CIN,23,Florida,DB,6,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2
Leroy Thompson,PIT,22,Penn St.,RB,6,0,0,0,0,0,67.33333333,231.6666667,1,25.5,198.8333333,0.833333333,0,0,0,6
Darren Lewis,CHI,22,Texas A&M,RB,6,0,0,0,0,0,37.33333333,143.6666667,1.333333333,7.333333333,67,0,0,0,0,3
Darrell Malone,KAN,23,Jacksonville St.,DB,6,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,4
Todd Scott,MIN,23,La-Lafayette,DB,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0.142857143,7
Corey Miller,NYG,22,South Carolina,LB,6,0,0,0,0,0,0,0,0,0,0,0,0,0.777777778,1.555555556,9
Blake Miller,NWE,23,LSU,C,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ivory Lee Brown,PHO,22,Ark-Pine Bluff,RB,7,0,0,0,0,0,34,97,1,3.5,27,0,0,0,0,2
Brian Mitchell,ATL,22,BYU,DB,7,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.666666667,3
Leon Lett,DAL,22,Emporia St.,DT,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.045454545,11
Calvin Tiggle,TAM,22,Georgia Tech,LB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2
Reggie Burnette,GNB,22,Houston,LB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
David Jones,SDG,22,Delaware St.,TE,7,0,0,0,0,0,0,0,0,1,14.5,0,0,0,0,2
Tripp Welborne,MIN,22,Michigan,DB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Fernandus Vinson,CIN,22,North Carolina St.,DB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,4
Andre Jones,PIT,22,Notre Dame,LB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mark Tucker,ATL,23,USC,G,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
James Joseph,PHI,23,Auburn,RB,7,0,0,0,0,0,50,164.6,0.8,20.4,163.4,0.6,0,0,0,5
Keith Cash,WAS,22,Texas,TE,7,0,0,0,0,0,0.166666667,0,0,19.66666667,189.3333333,1.666666667,0,0,0,6
Paul Justin,CHI,23,Arizona St.,QB,7,24.44444444,42.22222222,290.4444444,0.888888889,1.111111111,1.888888889,1.222222222,0,0,0,0,0,0,0,9
Chris Green,MIA,23,Illinois,DB,7,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,5
Sheldon Canley,SFO,23,San Jose St.,RB,7,0,0,0,0,0,2,4.5,0,0,0,0,0,0,0,2
Harry Colon,NWE,22,Missouri,DB,8,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.142857143,7
Frank Conover,CLE,23,Syracuse,DT,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Kenny Walker,DEN,24,Nebraska,DE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,2
Jerry Evans,PHO,23,Toledo,TE,8,0,0,0,0,0,0,0,0,5,50.2,0.6,0,0,0,5
Cedric Jackson,DET,23,TCU,RB,8,0,0,0,0,0,17,55,0,1,-2,0,0,0,0,1
Marty Carter,TAM,21,Middle Tenn. St.,DB,8,0,0,0,0,0,0,0,0,0.090909091,1.909090909,0,0,1.181818182,0.545454545,11
Scott Evans,PHO,23,Oklahoma,DE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Frank Wainright,NOR,23,Northern Colorado,TE,8,0,0,0,0,0,0,0,0,1.1,14.8,0.1,0,0,0,10
Mike Dingle,CIN,22,South Carolina,RB,8,0,0,0,0,0,21,91,0,5,23,1,0,0,0,1
Brian Jones,RAI,23,Texas,LB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,8
Gary Brown,HOU,22,Penn St.,RB,8,0,0,0,0,0,114.6666667,477.7777778,2.333333333,9.333333333,70.11111111,0.333333333,0,0,0,9
Jimmy Spencer,WAS,22,Florida,DB,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0.076923077,13
Scott Kowalkowski,PHI,23,Notre Dame,LB,8,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0.090909091,11
Tom Dohring,KAN,23,Michigan,T,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Tony Hargain,SFO,23,Oregon,WR,8,0,0,0,0,0,0,0,0,8.5,102.5,0,0,0,0,2
Brad Lamb,BUF,23,Anderson (IN),WR,8,0,0,0,0,0,0,0,0,2.333333333,46.33333333,0,0,0,0,3
Lamar McGriggs,NYG,23,West. Illinois,DB,8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,4
Ernie Logan,ATL,23,East Carolina,NT,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,10
Jeff Fields,RAM,24,Arkansas St.,DT,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Darryl Milburn,DET,22,Grambling St.,DE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Damon Mays,DAL,23,Missouri,WR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Howard Griffith,IND,23,Illinois,RB,9,0,0,0,0,0,12.1,35.1,0.3,12.2,84.4,0.9,0,0,0,10
Bruce McGonnigal,PIT,23,Virginia,TE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shawn Jefferson,HOU,22,Central Florida,WR,9,0,0,0,0,0,1.153846154,11.23076923,0,36.15384615,540.2307692,2.230769231,0,0,0,13
Shane Garrett,CIN,23,Texas A&M,WR,9,0,0,0,0,0,0,0,0,3,32,0,0,0,0,1
Chuck Weatherspoon,PHI,23,Houston,RB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mike Stonebreaker,CHI,24,Notre Dame,LB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Scott Miller,MIA,22,UCLA,WR,9,0,0,0,0,0,0,0,0,3.5,45.66666667,0.166666667,0,0,0,6
Tahaun Lewis,RAI,23,Nebraska,DB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Louis Riddick,SFO,22,Pittsburgh,DB,9,0,0,0,0,0,0,0,0,0.125,3.125,0,0,0,0.25,8
Mark Maddox,BUF,23,Northern Michigan,LB,9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.25,10
Herbie Anderson,PHO,22,Texas A&M-Kingsville,DB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Frank Giannetti,IND,23,Penn St.,NT,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sean Love,DAL,23,Penn St.,G,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Ariel Solomon,PIT,23,Colorado,C,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Andrew Glover,RAI,24,Grambling St.,TE,10,0,0,0,0,0,0,0,0,20.8,247.8,2.4,0,0,0,10
Todd Jones,CLE,24,Henderson St.,T,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Terry Crews,RAM,23,West. Michigan,LB,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Joe Sims,ATL,22,Nebraska,T,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Shawn Moore,DEN,23,Virginia,QB,11,8.5,17,116,0,1.5,4,19.5,0,0,0,0,0,0,0,2
Ivan Caesar,MIN,24,Boston Col.,LB,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jerry Crafts,IND,23,Louisville,T,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Scott Ross,NOR,22,USC,LB,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mike Flores,PHI,24,Louisville,DE,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,5
David Gulledge,WAS,23,Jacksonville St.,DB,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bobby Olive,KAN,22,Ohio St.,WR,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Ted Popson,NYG,25,Portland,TE,11,0,0,0,0,0,0,0,0,12.875,122.5,1,0,0,0,8
Tim Edwards,NWE,23,Delta St.,DT,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2
Bob Christian,ATL,22,Northwestern,RB,12,0,0,0,0,0,16.08333333,69.25,1,19.16666667,170.6666667,0.583333333,0,0,0,12
Jeff Pahukoa,RAM,22,Washington,G,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Ernie Thompson,RAM,21,Indiana,RB,12,0,0,0,0,0,4.333333333,12.33333333,0,2,22.66666667,0.333333333,0,0,0,3
Al Chamblee,TAM,22,Virginia Tech,LB,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Chris Samuels,SDG,22,Texas,RB,12,0,0,0,0,0,2,10,0,2,33,0,0,0,0,1
Larry Brown,DAL,21,TCU,DB,12,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,8
Antoine Bennett,CIN,23,Florida A&M,DB,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Jeff Brady,PIT,22,Kentucky,LB,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0.944444444,9
Alex Johnson,HOU,23,Miami (FL),WR,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Keenan McCardell,WAS,21,UNLV,WR,12,0,0.058823529,0,0,0,0.294117647,1.176470588,0,51.94117647,669,3.705882353,0,0,0,17
Steve Emtman,IND,22,Washington,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,1.333333333,6
Quentin Coryatt,IND,22,Texas A&M,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0.375,1.0625,8
Sean Gilbert,RAM,22,Pittsburgh,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,3.541666667,12
Desmond Howard,WAS,22,Michigan,WR,1,0,0,0,0,0,1.090909091,6.181818182,0,11.18181818,145.1818182,0.636363636,0,0,0,11
Terrell Buckley,GNB,21,Florida St.,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,3.571428571,0.142857143,14
David Klingler,CIN,23,Houston,QB,1,64.83333333,119.6666667,665.6666667,2.666666667,3.666666667,12.33333333,76,0,0.166666667,-1,0,0,0,0,6
Troy Vincent,MIA,21,Wisconsin,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,3.133333333,0.366666667,15
Bob Whitfield,ATL,20,Stanford,T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Tommy Vardell,CLE,23,Stanford,RB,1,0,0,0,0,0,50.375,178.375,2.25,14.875,126.25,0.375,0,0,0,8
Ray Roberts,SEA,23,Virginia,T,1,0,0,0,0,0,0,0,0,0.111111111,1,0,0,0,0,9
Leon Searcy,PIT,22,Miami (FL),T,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Marco Coleman,MIA,22,Georgia Tech,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,4.678571429,14
Eugene Chung,NWE,23,Virginia Tech,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Derek Brown,NYG,22,Notre Dame,TE,1,0,0,0,0,0,0,0,0,5.375,50.125,0.125,0,0,0,8
Johnny Mitchell,NYJ,21,Nebraska,TE,1,0,0,0,0,0,0,0,0,31.8,420.6,3.2,0,0,0,5
Chester McGlockton,RAI,23,Clemson,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,4.25,12
Kevin Smith,DAL,22,Texas A&M,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,8
Dana Hall,SFO,23,Washington,DB,1,0,0,0,0,0,0,0,0,0.166666667,3.666666667,0,0,1.166666667,0.333333333,6
Tony Smith,ATL,22,Southern Miss,RB,1,0,0,0,0,0,29,109.6666667,0.666666667,0.666666667,4.666666667,0,0,0,0,3
Dale Carter,KAN,22,Tennessee,DB,1,0,0,0,0,0,0.142857143,0.357142857,0,0.428571429,6.357142857,0.071428571,0,1.714285714,0.071428571,14
Vaughn Dunbar,NOR,24,Indiana,RB,1,0,0,0,0,0,66.75,233.75,1.25,2.75,18.25,0,0,0,0,4
Alonzo Spellman,CHI,21,Ohio St.,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4.3,10
Chris Mims,SDG,22,Tennessee,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,8
Robert Jones,DAL,23,East Carolina,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.8,10
Tommy Maddox,DEN,21,UCLA,QB,1,49,85.71428571,577.6428571,3.428571429,3.857142857,4.857142857,9.142857143,0.071428571,0,0,0,0,0,0,14
Robert Porcher,DET,23,South Carolina St.,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,7.958333333,12
John Fina,BUF,23,Arizona,T,1,0,0,0,0,0,0.090909091,-0.181818182,0,0.090909091,0.090909091,0.090909091,0,0,0,11
Darryl Williams,CIN,22,Miami (FL),DB,1,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.95,10
Ashley Ambrose,IND,22,Miss. Valley St.,DB,2,0,0,0,0,0,0,0,0,0,0,0,0,3.230769231,0.076923077,13
Steve Israel,RAM,23,Pittsburgh,DB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4,10
Carl Pickens,CIN,22,Tennessee,WR,2,0.222222222,0.333333333,2,0,0,0.666666667,0.666666667,0,60,792.1111111,7,0,0,0,9
Greg Skrepenak,RAI,22,Michigan,T,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Marquez Pope,SDG,21,Fresno St.,DB,2,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.15,10
Mark D'Onofrio,GNB,23,Penn St.,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rod Smith,NWE,22,Notre Dame,DB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0.214285714,7
Jimmy Smith,DAL,23,Jackson St.,WR,2,0,0,0,0,0,0.142857143,-0.071428571,0,61.57142857,877.6428571,4.785714286,0,0,0,14
Darren Woodson,DAL,23,Arizona St.,DB,2,0,0,0,0,0,0,0,0,0,0,0,0,1.916666667,0.916666667,12
Levon Kirkland,PIT,23,Clemson,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1.772727273,11
Robert Harris,MIN,23,Saginaw Valley St.,DT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.375,8
Matt Blundin,KAN,23,Virginia,QB,2,0.333333333,1.5,2.5,0,0.333333333,0,0,0,0,0,0,0,0,0,6
Phillippi Sparks,NYG,23,Arizona St.,DB,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.111111111,9
Kurt Barber,NYJ,23,USC,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,4
Courtney Hawkins,TAM,22,Michigan St.,WR,2,0,0,0,0,0,2.222222222,5.555555556,0,40.66666667,508.1111111,2,0,0,0,9
Amp Lee,SFO,20,Florida St.,RB,2,0,0,0,0,0,43.11111111,168,0.777777778,37.22222222,344.3333333,1.666666667,0,0,0,9
Tony Sacca,PHO,22,Penn St.,QB,2,4,11,29,0,2,0,0,0,0,0,0,0,0,0,1
Shane Collins,WAS,23,Arizona St.,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,3
Siran Stacy,PHI,24,Alabama,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Troy Auzenne,CHI,23,California,T,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Eddie Robinson,HOU,22,Alabama St.,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545,2.090909091,11
Chuck Smith,ATL,22,Tennessee,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,6.5,9
Patrick Rowe,CLE,23,San Diego St.,WR,2,0,0,0,0,0,0,0,0,1.5,18.5,0,0,0,0,2
Tracy Scroggins,DET,23,Tulsa,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6.05,10
Shane Dronett,DEN,21,Texas,DT,2,0,0,0,0,0,0,0,0,0,0,0,0,0.3,4.4,10
James Patton,BUF,22,Texas,NT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Jason Hanson,DET,22,Washington St.,K,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Marc Boutte,RAM,23,LSU,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1.125,8
Clayton Holmes,DAL,23,Carson-Newman,DB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,4
Mark Wheeler,TAM,22,Texas A&M,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
Todd Kinchen,RAM,23,LSU,WR,3,0,0.142857143,0,0,0,1,10,0.142857143,13.57142857,194,1.428571429,0,0,0,7
Ed Cunningham,PHO,23,Washington,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Robert Brooks,GNB,22,South Carolina,WR,3,0,0,0,0,0,1.888888889,8.333333333,0,34.33333333,475.1111111,3.555555556,0,0,0,9
Ray Ethridge,SDG,23,Pasadena CC,WR,3,0,0,0,0,0,0,0,0,0.333333333,4,0,0,0,0,6
Todd Collins,NWE,22,Carson-Newman,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.388888889,9
Bill Johnson,CLE,23,Michigan St.,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,8
Bob Spitulski,SEA,23,Central Florida,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,3
Joel Steed,PIT,23,Colorado,NT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1875,8
Siupeli Malamala,NYJ,23,Washington,T,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Aaron Pierce,NYG,23,Washington,TE,3,0,0,0,0,0,0.25,0.875,0.125,12.125,128.625,0.625,0,0,0,8
Larry Webster,MIA,23,Maryland,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363636364,11
Kevin Turner,NWE,23,Alabama,FB,3,0,0.125,0,0,0,20,79.375,0.125,29.5,251.875,1.25,0,0,0,8
Tyrone Legette,NOR,22,Nebraska,DB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.285714286,7
Howard Dinkins,ATL,23,Florida St.,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Tommy Jeter,PHI,23,Texas,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,5
Brian Bollinger,SFO,23,North Carolina,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Corey Harris,HOU,22,Vanderbilt,DB,3,0,0,0,0,0,0.166666667,0.833333333,0,0.166666667,0.916666667,0,0,0.916666667,0.541666667,12
Gerald Dixon,CLE,23,South Carolina,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.3,10
Tyji Armstrong,TAM,21,Mississippi,TE,3,0,0,0,0,0,0.428571429,0.571428571,0,7.571428571,88.71428571,0.428571429,0,0,0,7
Jeremy Lincoln,CHI,23,Tennessee,DB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.888888889,0.111111111,9
Thomas McLemore,DET,22,Saginaw Valley St.,TE,3,0,0,0,0,0,0,0,0,0.5,3,0,0,0,0,4
James Brown,DAL,22,Virginia St.,T,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Keith Goganious,BUF,23,Penn St.,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,5
Leonard Wheeler,CIN,23,Troy,DB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,7
Rodney Culver,IND,22,Notre Dame,RB,4,0,0,0,0,0,60.25,172.25,3.25,10.5,85.75,0.75,0,0,0,4
Craig Erickson,TAM,23,Miami (FL),QB,4,98.5,182,1270.833333,6.833333333,6.333333333,12.83333333,33.5,0.166666667,0,0,0,0,0,0,6
Shawn Harper,RAM,24,Indiana,T,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Ricardo McDonald,CIN,22,Pittsburgh,LB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.125,1.8125,8
Mark Thomas,SFO,23,North Carolina St.,DE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,10
Dion Lambert,NWE,23,UCLA,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,3
Jeff Christy,PHO,23,Pittsburgh,C,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Tony Brooks,PHI,23,Notre Dame,RB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Darren Anderson,NWE,23,Toledo,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.285714286,7
Charles Davenport,PIT,23,North Carolina St.,WR,4,0,0,0,0,0,0,0,0,4.333333333,62.33333333,0,0,0,0,3
Gene McGuire,NOR,22,Notre Dame,C,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Keo Coleman,NYJ,22,Mississippi St.,LB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Dwight Hollier,MIA,23,North Carolina,LB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.333333333,9
Roy Barker,MIN,23,North Carolina,DE,4,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,4.944444444,9
Keith Hamilton,NYG,21,Pittsburgh,DT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,12
Michael Bankston,PHO,22,Sam Houston St.,DE,4,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,3,9
Mike Evans,KAN,25,Michigan,DT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Casey Weldon,PHI,23,Florida St.,QB,4,7.5,15,89.125,0.125,0.5,1.5,0,0.125,0,0,0,0,0,0,8
Edgar Bennett,GNB,23,Florida St.,RB,4,0.125,0.25,2.25,0.125,0,139.375,499,2.625,35.5,280.625,1.25,0,0,0,8
Frankie Smith,ATL,23,Baylor,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444444,9
Tony McCoy,IND,23,Florida,DT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.555555556,9
Sean Lumpkin,NOR,22,Minnesota,DB,4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,5
Will Furrer,CHI,24,Virginia Tech,QB,4,14.25,31,143,0.5,2.5,2,5,0,0,0,0,0,0,0,4
Mike Mooney,HOU,23,Georgia Tech,T,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Tom Myslinski,DAL,23,Tennessee,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Chuck Johnson,DEN,23,Texas,T,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chris Crooms,RAM,23,Texas A&M,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Craig Thompson,CIN,23,North Carolina A&T,TE,5,0,0,0,0,0,0,0,0,18,140.5,1.5,0,0,0,2
Dwayne Sabb,NWE,22,New Hampshire,LB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.4,5
Curtis Whitley,SDG,23,Clemson,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Rogerick Green,TAM,22,Kansas St.,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Dexter McNabb,GNB,23,Florida,FB,5,0,0,0,0,0,0.5,2.75,0,0,0,0,0,0,0,4
Greg Briggs,DAL,23,Texas Southern,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Rod Milstead,DAL,22,Delaware St.,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Alan Haller,PIT,22,Michigan St.,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Ed McDaniel,MIN,23,Clemson,LB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.95,10
Cal Dixon,NYJ,22,Florida,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Derrick Hoskins,RAI,21,Southern Miss,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,5
Corey Barlow,PHI,21,Auburn,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Santana Dotson,TAM,22,Baylor,DT,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,10
Joe Bowden,HOU,22,Oklahoma,LB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1.388888889,9
Todd Harrison,CHI,23,North Carolina St.,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tony Brown,HOU,22,Fresno St.,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Tim Roberts,HOU,23,Southern Miss,DE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,4
Frank Robinson,DEN,23,Boise St.,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2
Torrance Small,NOR,22,Alcorn St.,WR,5,0,0.4,0,0,0.1,1.2,12.9,0.2,34.6,460.2,3.1,0,0,0,10
Matt Darby,BUF,23,UCLA,DB,5,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,0,6
Eric Jonassen,SDG,24,Bloomsburg,T,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Rico Smith,CLE,23,Colorado,WR,6,0,0,0,0,0,0,0,0,6,88.25,0.25,0,0,0,4
Larry Tharpe,DET,21,Tennessee St.,T,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Reggie White,SDG,22,North Carolina A&T,NT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,4
Michael Bates,SEA,22,Arizona,RB,6,0,0,0,0,0,1,2.75,0,1,13.16666667,0.083333333,0,0,0,12
Damien Russell,SFO,22,Virginia Tech,DB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Stacey Dillard,NYG,24,Oklahoma,NT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,4
Glenn Cadrez,NYJ,22,Houston,LB,6,0,0,0,0,0,0,0,0,0,0,0,0,0.272727273,1.318181818,11
Roosevelt Collins,MIA,24,TCU,LB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mark Chmura,GNB,23,Boston Col.,TE,6,0,0,0,0,0,0,0,0,23.5,281.625,2.125,0,0,0,8
Terry Ray,ATL,22,Oklahoma,DB,6,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,5
Jeff Sydner,PHI,22,Hawaii,WR,6,0,0,0,0,0,0,0,0,0.75,13,0,0,0,0,4
Jeff Blake,NYJ,21,East Carolina,QB,6,130.5,231.5,1550.785714,9.571428571,7.071428571,29.85714286,144.7857143,1,0,0,0,0,0,0,14
Nate Turner,BUF,23,Nebraska,TE,6,0,0,0,0,0,3.25,10,0,0.25,6.5,0.25,0,0,0,4
Ray Rowe,WAS,23,San Diego St.,TE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ron Geater,DEN,23,Iowa,DE,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Darryl Ashmore,RAM,22,Northwestern,T,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
